0x00, 1430278728.201	3953, 4046, 3999, 	-32768, -12222, -2409	 277, -4096, 1219, 	   0,  679, 	32640, -32640, 32640	3041	 39172,91425, 	32565,31.7
0x00, 1430278728.295	   1,    2, 4018, 	16049, -32768, -28171	 277, -4096, 1488, 	   0,  679, 	-32640, 32640, 32640	3075	 39175,91435, 	32565,31.7
0x00, 1430278728.373	1240, 4047, 4026, 	-3306, 32767, -12926	 221, -4096, 1296, 	   0,  679, 	32640, 19200, 32640	3105	 39180,91450, 	32565,31.7
0x00, 1430278728.467	2804,    3, 4039, 	-299, -21806, -10573	 252, -4096, 1219, 	   0,  679, 	-32640, -32640, 32640	3148	 39176,91438, 	32565,31.7
0x00, 1430278728.561	1049, 3928, 4033, 	14794, -32768, -14958	 282, -4096, 1251, 	   0,  679, 	32640, 14784, 32640	3142	 39174,91432, 	32565,31.7
0x00, 1430278728.639	   1, 1828, 3571, 	-18712, 32767, -1416	 263, -4096, 1449, 	   0,  679, 	-640, 32640, 31040	3097	 39174,91432, 	32565,31.7
0x00, 1430278728.733	3300, 4048, 1535, 	-12076,  606, -32768	 378, -4096, 1377, 	   0,  679, 	32640, -25920, -7936	2397	 39172,91425, 	32565,31.7
0x00, 1430278728.812	3884,    3, 4015, 	-19554, 12692, 31032	 340, -4096, 1360, 	   0,  679, 	-32640, -32640, 32640	2959	 39174,91432, 	32565,31.7
0x00, 1430278728.937	 116, 3290, 4027, 	9392, -32768, -9941	 276, -4096, 1523, 	   0,  680, 	32640, 27712, 32640	3057	 39174,91435, 	32568,31.7
0x00, 1430278729.016	  34, 4038, 3989, 	-4943, 32767, -23288	 267, -4096, 1438, 	   0,  679, 	32640, 32640, 32640	2981	 39176,91441, 	32568,31.7
0x00, 1430278729.109	4035,    3, 4039, 	4400, 32767, 32767	 438, -4096, 1286, 	   0,  679, 	-32640, -32640, 32640	3113	 39174,91435, 	32568,31.7
0x00, 1430278729.203	3421, 4048, 3142, 	-21308, -32768, -9349	 304, -4096, 1350, 	   0,  679, 	32640, -29824, 17216	2822	 39168,91416, 	32568,31.7
0x00, 1430278729.266	   1, 1632, 2122, 	-17279, 29795, -6404	 294, -4096, 1491, 	   0,  679, 	-9408, 32640, 7808	2436	 39176,91441, 	32568,31.7
0x00, 1430278729.391	2203, 3572, 4039, 	7814, 32767, -14089	 248, -4096, 1405, 	   0,  679, 	30336, -8512, 32640	3009	 39172,91429, 	32568,31.7
0x00, 1430278729.469	1181,  182, 4018, 	-19794, -32768, -17258	 336, -4096, 1306, 	   0,  679, 	-32640, 16832, 32640	3023	 39171,91425, 	32568,31.7
0x00, 1430278729.562	 312, 1995, 4027, 	16486, -32768, -17257	 270, -4096, 1465, 	   0,  679, 	13952, 23552, 32640	3077	 39168,91416, 	32568,31.7
0x00, 1430278729.641	  30, 2567, 3722, 	-6114, 32767, 11745	 266, -4096, 1502, 	   0,  679, 	8832, 32640, 32576	2866	 39172,91429, 	32568,31.7
0x00, 1430278729.734	4045,    3, 4040, 	4419, 32767, 32767	 437, -4096, 1189, 	   0,  679, 	-32640, -32640, 32640	3088	 39172,91429, 	32568,31.7
0x00, 1430278729.844	3161, 4007, 3239, 	-18335, -32768, -17912	 335, -4096, 1295, 	   0,  679, 	32640, -20480, 25152	2774	 39172,91440, 	32575,31.7
0x00, 1430278729.922	   1,  176, 1404, 	-20946, 17426, -7343	 305, -4096, 1473, 	   0,  679, 	-32640, 32640, -5760	2262	 39171,91437, 	32575,31.7
0x00, 1430278730.000	2197, 2919, 4038, 	7855, 32767, -4301	 249, -4096, 1350, 	   0,  679, 	14912, -8128, 32640	2965	 39170,91433, 	32575,31.7
0x00, 1430278730.125	1289,  811, 4000, 	-20751, -32768, -22542	 354, -4096, 1287, 	   0,  679, 	-31040, 13952, 32640	2946	 39170,91433, 	32575,31.7
0x00, 1430278730.219	   2,   40, 4014, 	18239, -32768, -20367	 278, -4096, 1472, 	   0,  679, 	-32640, 32640, 32640	3012	 39170,91433, 	32575,31.7
0x00, 1430278730.313	1354, 3984, 3898, 	1877, 32767, -15049	 246, -4096, 1407, 	   0,  679, 	32640, 18304, 32640	3023	 39170,91433, 	32575,31.7
0x00, 1430278730.391	4019,    3, 4038, 	6125, 22658, 22323	 388, -4096, 1223, 	   0,  679, 	-32640, -32640, 32640	3106	 39170,91433, 	32575,31.7
0x00, 1430278730.484	3116, 4019, 2957, 	-18183, -32768, -10923	 307, -4096, 1314, 	   0,  679, 	32640, -23424, 17216	2615	 39168,91428, 	32575,31.7
0x00, 1430278730.547	   1, 1558, 2069, 	-23585, 29775, -7735	 306, -4096, 1471, 	   0,  679, 	-5184, 32640, 7232	2250	 39171,91437, 	32575,31.7
0x00, 1430278730.672	2191, 2706, 4037, 	6952, 32767, -4479	 239, -4096, 1420, 	   0,  679, 	9408, -8640, 32640	2952	 39172,91440, 	32575,31.7
0x00, 1430278730.766	1313,  662, 4003, 	-16738, -32768, -16681	 330, -4096, 1328, 	   0,  679, 	-32128, 13120, 32640	2956	 39172,91443, 	32578,31.7
0x00, 1430278730.859	 501, 2152, 3992, 	17603, -32768, -8130	 284, -4096, 1410, 	   0,  679, 	10240, 22912, 32640	2942	 39170,91437, 	32578,31.7
0x00, 1430278730.938	  60, 2578, 3427, 	-23155, 32767, 6357	 306, -4096, 1475, 	   0,  679, 	6912, 32640, 27712	2938	 39168,91431, 	32578,31.7
0x00, 1430278731.031	3913,    4, 4039, 	-12806, 32767, 32767	 289, -4096, 1257, 	   0,  679, 	-32640, -26432, 32640	3093	 39172,91443, 	32578,31.7
0x00, 1430278731.125	1662, 2346, 3927, 	-25082, -32768, -7180	 318, -4096, 1253, 	   0,  679, 	-10944, 8576, 32640	3122	 39167,91428, 	32578,31.7
0x00, 1430278731.203	   2,    2, 3997, 	20241, -32768, -15014	 330, -4096, 1527, 	   0,  679, 	-32640, 32640, 32640	3018	 39166,91424, 	32578,31.7
0x00, 1430278731.281	  79, 2937, 3720, 	-20470, 32767, 2419	 261, -4096, 1434, 	   0,  679, 	23488, 32640, 32576	2855	 39166,91424, 	32578,31.7
0x00, 1430278731.406	4049,    8, 4039, 	-6013, 32767, 32767	 255, -4096, 1309, 	   0,  679, 	-32640, -32640, 32640	3095	 39168,91431, 	32578,31.7
0x00, 1430278731.469	2615, 3706, 3582, 	-17790, -32768, -369	 279, -4096, 1316, 	   0,  679, 	32000, -13696, 31552	3086	 39165,91422, 	32578,31.7
0x00, 1430278731.594	   1,    4, 3555, 	14719, -32768, -3369	 331, -4096, 1513, 	   0,  679, 	-32640, 32640, 32640	3030	 39168,91431, 	32578,31.7
0x00, 1430278731.672	 270, 3984, 3822, 	-21954, 32767, -17790	 298, -4096, 1462, 	   0,  679, 	32640, 32640, 32640	3140	 39168,91439, 	32584,31.8
0x00, 1430278731.766	4048,    6, 4038, 	-7901, 32767, 32767	 341, -4096, 1268, 	   0,  679, 	-32640, -32640, 32640	3141	 39168,91439, 	32584,31.8
0x00, 1430278731.828	2102, 2983, 3913, 	-29287, -21982, -4022	 312, -4096, 1350, 	   0,  679, 	3456, 1088, 32640	3115	 39166,91432, 	32584,31.8
0x00, 1430278731.953	 165,  213, 4026, 	24253, -32768, -19994	 320, -4096, 1518, 	   0,  679, 	-32640, 32640, 32640	3114	 39168,91439, 	32584,31.8
0x00, 1430278732.047	  43, 2438, 3903, 	-17416, 32767, 4822	 265, -4096, 1407, 	   0,  679, 	11392, 32640, 32640	3092	 39166,91432, 	32584,31.8
0x00, 1430278732.125	4048,    4, 4040, 	-4164, 32767, 32767	 324, -4096, 1235, 	   0,  679, 	-32640, -32640, 32640	3145	 39167,91436, 	32584,31.8
0x00, 1430278732.203	2149, 3605, 3606, 	-21301, -32768, -13065	 288, -4096, 1272, 	   0,  679, 	26944, -1344, 32640	2885	 39162,91422, 	32584,31.8
0x00, 1430278732.297	   2,   34, 3953, 	16856, -32768, -13805	 262, -4096, 1506, 	   0,  679, 	-32640, 32640, 32640	3175	 39164,91428, 	32584,31.8
0x00, 1430278732.406	  47, 3623, 3949, 	-18926, 32767, -1591	 203, -4096, 1376, 	   0,  679, 	26048, 32640, 32640	3207	 39166,91432, 	32584,31.8
0x00, 1430278732.485	4047,  330, 4040, 	-1317, 30305, 25469	 244, -4096, 1123, 	   0,  679, 	-32640, -32640, 32640	3164	 39167,91436, 	32584,31.8
0x00, 1430278732.578	2450, 4008, 3843, 	-27796, -32768, -5014	 270, -4096, 1176, 	   0,  679, 	32640, -1536, 32640	2933	 39167,91445, 	32588,31.8
0x00, 1430278732.656	   1,    1, 3432, 	14913, -32768, 4123	 293, -4096, 1536, 	   0,  679, 	-32640, 32640, 32576	2981	 39162,91430, 	32588,31.8
0x00, 1430278732.781	 624, 4032, 3960, 	-10650, 32767, -22251	 221, -4096, 1385, 	   0,  679, 	32640, 26944, 32640	3201	 39164,91436, 	32588,31.8
0x00, 1430278732.860	4036,    3, 4039, 	1345, -5694, 7894	 294, -4096, 1191, 	   0,  679, 	-32640, -32640, 32640	3161	 39164,91436, 	32588,31.8
0x00, 1430278732.953	2231, 4011, 2997, 	-18843, -32768, -11650	 295, -4096, 1225, 	   0,  679, 	32640, -4352, 19008	2759	 39161,91427, 	32588,31.8
0x00, 1430278733.047	   1,    1, 2265, 	 476, -30670, 13464	 351, -4096, 1592, 	   0,  679, 	-32640, 32640, 26304	2516	 39162,91430, 	32588,31.8
0x00, 1430278733.110	 995, 4030, 3891, 	-14476, 32767, -32768	 241, -4096, 1381, 	   0,  679, 	32640, 24448, 32640	2937	 39164,91436, 	32588,31.8
0x00, 1430278733.235	4029,   22, 4038, 	-3072, 32359, 19984	 284, -4096, 1237, 	   0,  679, 	-32640, -32640, 32640	3074	 39164,91436, 	32588,31.8
0x00, 1430278733.328	2892, 4016, 3361, 	-18242, -32768, -6643	 265, -4096, 1261, 	   0,  679, 	32640, -19712, 24512	2788	 39160,91423, 	32588,31.8
0x00, 1430278733.422	   1,    1,  719, 	-6798, -22638, -7375	 270, -4096, 1483, 	   0,  678, 	-32640, 32640, -22336	1939	 39161,91427, 	32588,31.8
0x00, 1430278733.500	1097, 4025, 3964, 	-12454, 32767, -15048	 197, -4096, 1207, 	   0,  679, 	32640, 15744, 32640	2996	 39161,91432, 	32592,31.8
0x00, 1430278733.594	2628,    3, 4039, 	10617, -32768, -9060	 249, -4096, 1179, 	   0,  679, 	-32640, -29120, 32640	3052	 39162,91435, 	32592,31.8
0x00, 1430278733.688	3254, 3994, 3342, 	-8035, -32768, -7169	 258, -4096, 1263, 	   0,  679, 	32640, -30784, 22016	2710	 39160,91429, 	32592,31.8
0x00, 1430278733.766	   1,    1, 1483, 	-5666, -28091, -16369	 298, -4096, 1517, 	   0,  679, 	-32640, 32640, 4992	2173	 39160,91429, 	32592,31.8
0x00, 1430278733.844	1281, 4007, 3867, 	-16269, 32767, -15140	 244, -4096, 1452, 	   0,  679, 	32640, 15488, 32640	2777	 39162,91435, 	32592,31.8
0x00, 1430278733.938	4004,  394, 4036, 	 580, -13144, -536	 265, -4096, 1337, 	   0,  679, 	-32640, -32640, 32640	3000	 39160,91429, 	32592,31.8
0x00, 1430278734.031	2885, 3957, 3559, 	-14187, -32768, -1202	 269, -4096, 1307, 	   0,  679, 	32640, -20160, 27904	2977	 39159,91427, 	32592,31.8
0x00, 1430278734.156	   1,  385,  778, 	-1304, -32768,  855	 288, -4096, 1459, 	   0,  679, 	-32640, 32640, -21760	1802	 39161,91432, 	32592,31.8
0x00, 1430278734.235	1640, 4012, 3985, 	-7374, 32767, -15777	 226, -4096, 1359, 	   0,  679, 	32640, 5504, 32640	2731	 39161,91432, 	32592,31.8
0x00, 1430278734.313	3346,  487, 4034, 	3987, -32768, -28222	 314, -4096, 1254, 	   0,  679, 	-29248, -32640, 32640	2970	 39160,91429, 	32592,31.8
0x00, 1430278734.406	2621, 3578, 3117, 	1315, -32768, -5754	 253, -4096, 1357, 	   0,  679, 	31872, -16192, 16704	2671	 39160,91435, 	32596,31.8
0x00, 1430278734.485	   1,  257, 1346, 	-4298, -16980, -3464	 295, -4096, 1517, 	   0,  679, 	-32640, 32640, -13312	2073	 39160,91435, 	32596,31.8
0x00, 1430278734.611	1180, 3997, 3739, 	-16134, 32767, -15508	 225, -4096, 1450, 	   0,  679, 	32640, 14784, 32512	2701	 39162,91441, 	32596,31.8
0x00, 1430278734.690	4032, 1074, 4039, 	11846, -20980, -6912	 258, -4096, 1248, 	   0,  679, 	-20160, -32640, 32640	2987	 39164,91447, 	32596,31.8
0x00, 1430278734.768	3334, 4016, 3494, 	-31093, -17016, -3305	 278, -4096, 1261, 	   0,  679, 	32640, -27840, 26304	2783	 39159,91432, 	32596,31.8
0x00, 1430278734.861	   1,    2, 3907, 	12997, -32768, -17010	 256, -4096, 1495, 	   0,  679, 	-32640, 32640, 32640	2988	 39160,91435, 	32596,31.8
0x00, 1430278734.971	 593, 2445, 3965, 	-26468, 32767, 12371	 217, -4096, 1397, 	   0,  679, 	9408, 27328, 32640	3169	 39158,91429, 	32596,31.8
0x00, 1430278735.065	4048,   63, 4040, 	 -87, 23461, 6724	 246, -4096, 1222, 	   0,  679, 	-32640, -32640, 32640	3118	 39162,91441, 	32596,31.8
0x00, 1430278735.158	2736, 3998, 3758, 	-31629, -23235, -5215	 250, -4096, 1203, 	   0,  679, 	32640, -6912, 32640	2971	 39158,91429, 	32596,31.8
0x00, 1430278735.252	   1,    2, 3991, 	28942, -32768, -21273	 246, -4096, 1436, 	   0,  679, 	-32640, 32640, 32640	2978	 39158,91429, 	32596,31.8
0x00, 1430278735.330	   2, 2772, 3838, 	-17349, 32767, -18383	 212, -4096, 1315, 	   0,  679, 	22464, 32640, 32640	3158	 39158,91435, 	32600,31.9
0x00, 1430278735.424	4048, 1220, 4041, 	-14208, 32767, 32767	 199, -4096, 1255, 	   0,  679, 	-12864, -32640, 32640	3143	 39160,91441, 	32600,31.9
0x00, 1430278735.518	3142, 3957, 3910, 	-20392, -32410, 6196	 218, -4096, 1211, 	   0,  679, 	32640, -24832, 32640	3098	 39156,91429, 	32600,31.9
0x00, 1430278735.611	   2, 1160, 3998, 	26362, -32768, -2444	 266, -4096, 1522, 	   0,  679, 	-10304, 32640, 32640	3026	 39161,91443, 	32600,31.9
0x00, 1430278735.705	  30, 2989, 3997, 	-17710, 32767, -12892	 263, -4096, 1452, 	   0,  679, 	15552, 32640, 32640	3015	 39157,91432, 	32600,31.9
0x00, 1430278735.799	4029,  471, 4040, 	2040, 32767, 22233	 250, -4096, 1282, 	   0,  679, 	-13184, -32640, 32640	3121	 39158,91435, 	32600,31.9
0x00, 1430278735.893	2915, 2114, 3960, 	-27625, -19080, -4723	 279, -4096, 1253, 	   0,  679, 	-8832, -12480, 32640	3217	 39155,91425, 	32600,31.9
0x00, 1430278735.971	  62, 1174, 4029, 	19485, -32768, -8839	 256, -4096, 1488, 	   0,  679, 	3840, 26304, 32640	3136	 39154,91423, 	32600,31.9
0x00, 1430278736.065	   1, 1112, 2973, 	-8606, 32767, 1835	 292, -4096, 1458, 	   0,  679, 	-17536, 32640, 20480	2689	 39159,91438, 	32600,31.9
0x00, 1430278736.158	1539, 4018, 4002, 	-7986, 32767, -32768	 258, -4096, 1465, 	   0,  679, 	32640, 6848, 32640	2971	 39157,91432, 	32600,31.9
0x00, 1430278736.252	3751,   72, 4038, 	1880, -16898, -4439	 287, -4096, 1266, 	   0,  679, 	-32640, -32640, 32640	3098	 39157,91437, 	32604,31.9
0x00, 1430278736.330	3195, 4025, 3197, 	-20506, -32768, -13481	 325, -4096, 1255, 	   0,  679, 	32640, -26688, 20928	2952	 39154,91428, 	32604,31.9
0x00, 1430278736.408	   1,  709,   30, 	-4031, -32768, 11010	 299, -4096, 1510, 	   0,  679, 	-32640, 32640, -32640	1619	 39156,91433, 	32604,31.9
0x00, 1430278736.533	1494, 4045, 3981, 	4212, 32767, -32768	 232, -4096, 1378, 	   0,  679, 	32640, 8256, 32640	2707	 39156,91433, 	32604,31.9
0x00, 1430278736.596	3490,    8, 4039, 	8068, -31528, -14869	 295, -4096, 1259, 	   0,  679, 	-32640, -32640, 32640	2986	 39155,91431, 	32604,31.9
0x00, 1430278736.690	3219, 4017, 2997, 	-19947, -32768, -4688	 268, -4096, 1238, 	   0,  679, 	32640, -26368, 15040	2655	 39154,91428, 	32604,31.9
0x00, 1430278736.783	   1,    1,   46, 	-489, -32768, 6150	 254, -4096, 1420, 	   0,  679, 	-32640, 32640, -32640	1574	 39153,91424, 	32604,31.9
0x00, 1430278736.893	1652, 4041, 3998, 	1914, 32767, -32768	 216, -4096, 1413, 	   0,  679, 	32640, 4928, 32640	2708	 39157,91437, 	32604,31.9
0x00, 1430278736.987	3259,   21, 4039, 	2409, -32768, -2855	 209, -4096, 1293, 	   0,  679, 	-32640, -32576, 32640	2961	 39159,91443, 	32604,31.9
0x00, 1430278737.080	2798, 4011, 3265, 	-17652, -32768, 3254	 233, -4096, 1244, 	   0,  679, 	32640, -20736, 22400	2754	 39154,91428, 	32604,31.9
0x00, 1430278737.174	   2,    1,  213, 	3657, -27092, 9390	 276, -4096, 1495, 	   0,  679, 	-32640, 32640, -24384	1725	 39154,91433, 	32606,31.9
0x00, 1430278737.252	1848, 4041, 3781, 	-3643, 32767, -32768	 236, -4096, 1410, 	   0,  679, 	32640, 4224, 32640	2755	 39154,91433, 	32606,31.9
0x00, 1430278737.348	4041, 1215, 4038, 	9397, -8113, -2454	 296, -4096, 1299, 	   0,  679, 	-12928, -32640, 32640	2965	 39158,91446, 	32606,31.9
0x00, 1430278737.426	3094, 3343, 3633, 	-31458, -9065, -1661	 278, -4096, 1280, 	   0,  679, 	27136, -23104, 30848	2847	 39156,91440, 	32606,31.9
0x00, 1430278737.520	 601, 1328, 4026, 	18048, -32768, -12118	 272, -4096, 1457, 	   0,  679, 	-9664, 22976, 32640	3008	 39152,91428, 	32606,31.9
0x00, 1430278737.598	   1, 1078, 3930, 	-21696, 32767, 4675	 279, -4096, 1477, 	   0,  679, 	-20864, 32640, 32640	3082	 39155,91437, 	32606,31.9
0x00, 1430278737.723	2246, 2207, 4041, 	-12868, 32767, 6557	 217, -4096, 1304, 	   0,  679, 	7808, -9024, 32640	3110	 39154,91433, 	32606,31.9
0x00, 1430278737.817	1129,  191, 4027, 	-16598, -32768, -12764	 237, -4096, 1293, 	   0,  679, 	-32640, 13376, 32640	3091	 39154,91433, 	32606,31.9
0x00, 1430278737.895	1075, 2064, 4023, 	27626, -32768, -9972	 224, -4096, 1421, 	   0,  679, 	16768, 11200, 32640	3087	 39152,91428, 	32606,31.9
0x00, 1430278737.989	   1,    5, 3095, 	-5835, 32767, 2363	 290, -4096, 1503, 	   0,  679, 	-32640, 32640, 18816	2689	 39152,91428, 	32606,31.9
0x00, 1430278738.082	1276, 4028, 3983, 	-11875, 32767, -28954	 261, -4096, 1394, 	   0,  679, 	32640, 11776, 32640	2908	 39152,91431, 	32608,31.9
0x00, 1430278738.176	3883,   56, 4039, 	14814, -32768, -12833	 253, -4096, 1350, 	   0,  679, 	-32640, -32640, 32640	3083	 39154,91437, 	32608,31.9
0x00, 1430278738.254	3770, 4044, 3007, 	-24635, -32768, -2808	 265, -4096, 1231, 	   0,  679, 	32640, -32640, 17216	2742	 39150,91424, 	32608,31.9
0x00, 1430278738.348	   1, 1248, 2905, 	6155, -32768, 2571	 277, -4096, 1418, 	   0,  679, 	-23104, 32640, 32640	2714	 39150,91424, 	32608,31.9
0x00, 1430278738.426	   1, 1907, 3131, 	-13973, 32767, -14033	 278, -4096, 1511, 	   0,  679, 	-9408, 32640, 20864	2707	 39152,91431, 	32608,31.9
0x00, 1430278738.520	2119, 2463, 4039, 	-15261, 32767, 23653	 228, -4096, 1426, 	   0,  679, 	20288, 1280, 32640	3038	 39151,91428, 	32608,31.9
0x00, 1430278738.614	1153,    1, 4029, 	-20398, -26884, 1519	 260, -4096, 1315, 	   0,  679, 	-32640, 7744, 32640	3061	 39154,91437, 	32608,31.9
0x00, 1430278738.723	3153, 3962, 3305, 	-6893, -32768, -11421	 271, -4096, 1240, 	   0,  679, 	32640, -24832, 25408	2929	 39150,91424, 	32608,31.9
0x00, 1430278738.817	   1, 1550,  981, 	-1032, -23891, -5351	 310, -4096, 1454, 	   0,  679, 	-7808, 32640, -19968	2062	 39151,91428, 	32608,31.9
0x00, 1430278738.910	 393, 3442, 3879, 	-16291, 32767, -29215	 253, -4096, 1423, 	   0,  679, 	30016, 31680, 32640	2810	 39152,91431, 	32608,31.9
0x00, 1430278739.004	4006,  882, 4037, 	-27026, 32767, 32767	 239, -4096, 1307, 	   0,  679, 	-16384, -32640, 32640	3014	 39152,91439, 	32614,31.9
0x00, 1430278739.098	2310, 2111, 3894, 	-26924, -27081, -6419	 238, -4096, 1278, 	   0,  679, 	-6848, -2048, 32640	2983	 39151,91436, 	32614,31.9
0x00, 1430278739.176	 895, 1603, 4032, 	29311, -32768, -11820	 222, -4096, 1399, 	   0,  679, 	3904, 12800, 32640	3066	 39153,91442, 	32614,31.9
0x00, 1430278739.270	   1,  863, 3848, 	-14831, 32767, 2205	 273, -4096, 1440, 	   0,  679, 	-32448, 32640, 32640	2883	 39150,91432, 	32614,31.9
0x00, 1430278739.364	1977, 2802, 4034, 	-2031, 32767,   54	 215, -4096, 1328, 	   0,  679, 	24512,  128, 32640	3072	 39152,91439, 	32614,31.9
0x00, 1430278739.473	1663,    2, 4034, 	-6286, -32768, -6410	 252, -4096, 1315, 	   0,  679, 	-32640, 7424, 32640	3100	 39152,91439, 	32614,31.9
0x00, 1430278739.551	2675, 3862, 3869, 	-2019, -32768, -4596	 255, -4096, 1276, 	   0,  679, 	32640, -17344, 32640	2967	 39148,91427, 	32614,31.9
0x00, 1430278739.645	   1,  799, 1266, 	-3337, -25143, 11929	 246, -4096, 1490, 	   0,  679, 	-22272, 32640, -14848	2236	 39152,91439, 	32614,31.9
0x00, 1430278739.739	1412, 4041, 3101, 	-13887, 32767, -31830	 191, -4096, 1310, 	   0,  679, 	32640, 11136, 20928	2551	 39148,91427, 	32614,31.9
0x00, 1430278739.832	4048,    5, 4040, 	4232, -31745, -26818	 211, -4096, 1229, 	   0,  679, 	-32640, -32640, 32640	2985	 39152,91439, 	32614,31.9
0x00, 1430278739.911	3280, 4047, 3220, 	-25549, -32768, 5141	 336, -4096, 1132, 	   0,  679, 	32640, -31424, 28864	2648	 39152,91445, 	32618,32.0
0x00, 1430278740.004	   2,   15, 3962, 	12797, -32768, -20604	 286, -4096, 1500, 	   0,  679, 	-32640, 32640, 32640	3107	 39148,91432, 	32618,32.0
0x00, 1430278740.098	   1, 3115, 4004, 	-11173, 32767, 4083	 245, -4096, 1369, 	   0,  679, 	27520, 32640, 32640	2995	 39151,91442, 	32618,32.0
0x00, 1430278740.176	4047,    3, 4039, 	8365, 25473, 11706	 285, -4096, 1115, 	   0,  679, 	-32640, -32640, 32640	3100	 39149,91436, 	32618,32.0
0x00, 1430278740.254	2814, 3989, 4014, 	-26392, -32768, -13222	 322, -4096, 1157, 	   0,  679, 	32640, -21120, 32640	3050	 39147,91430, 	32618,32.0
0x00, 1430278740.348	   1, 1756,   80, 	-14509, -29165, 3942	 262, -4096, 1509, 	   0,  679, 	-17728, 32640, -32640	1759	 39148,91432, 	32618,32.0
0x00, 1430278740.457	4001,  543, 4039, 	3436, 32767, 26925	 373, -4096, 1014, 	   0,  679, 	-16320, -32640, 32640	2899	 39151,91442, 	32618,32.0
0x00, 1430278740.551	3171, 2730, 3995, 	-9759, -32768, -12253	 411, -4096, 1024, 	   0,  679, 	5760, -23808, 32640	2901	 39150,91439, 	32618,32.0
0x00, 1430278740.645	   1,    1, 3832, 	14348, -32768, -17386	 342, -4096, 1547, 	   0,  679, 	-32640, 32640, 32640	3083	 39151,91442, 	32618,32.0
